Scientific Name,Accepted Symbol
Acanthospermum,ACANT3
Acanthospermum australe,ACAU2
Acanthospermum xanthioides,ACAU2
Melampodium australe,ACAU2
Acanthospermum hispidum,ACHI
Acanthospermum humile,ACHU
Melampodium humile,ACHU
Acanthus,ACANT7
Acanthus ebracteatus,ACEB3
Acanthus ilicifolius var. ebracteatus,ACEB3
Acanthus mollis,ACMO8
Acanthus polystachyus,ACPO10
Acanthus polystachyus var. pseudopubescens,ACPOP
Acanthus pubescens,ACPOP
Acanthus spinosus,ACSP7
Acanthus syriacus,ACSY
Acarospora,ACARO2
Acarospora aeruginosa,ACAE
Acarospora albomarginata,ACAL13
Thelocarpon albomarginatum,ACAL13
Acarospora americana,ACAM5
Acarospora amphibola,ACAM7
Acarospora applanata,ACAP
Acarospora arenacea,ACAR8
Acarospora arenosa,ACAR9
Acarospora asahinae,ACAS3
Acarospora asperata,ACAS4
Acarospora badiofusca,ACBA4
Acarospora boulderensis,ACBA4
Acarospora bullata,ACBU2
Acarospora caesiofusca,ACCA14
Acarospora californica,ACCA15
Acarospora canadensis,ACCA16
Acarospora carnegiei,ACCA17
Acarospora cervina,ACCE
Acarospora cinereoalba,ACCI2
Acarospora citrina,ACCI4
Acarospora clauzadeana,ACCL6
Biatorella clauzadeana,ACCL6
Acarospora coloradiana,ACCO10
Acarospora complanata,ACCO11
Acarospora obscura,ACCO11
Acarospora desolata,ACDE9
Acarospora dispersa,ACDI4
Acarospora elevata,ACEL2
Acarospora fuscata,"ACFU2,ACMA10"
Acarospora cartilaginea,"ACFU2,ACMA10"
Acarospora squamulosa,"ACFU2,ACMA10"
Acarospora squamulosa,"ACFU2,ACMA10"
Acarospora macrospora,"ACFU2,ACMA10"
Acarospora fuscescens,ACFU3
Acarospora gallica,ACGA2
Acarospora geogena,ACGE4
Acarospora geophila,ACGE4
Acarospora glaucocarpa,ACGL2
Acarospora hassei,ACHA3
Acarospora heppii,ACHE6
Acarospora heufleriana,ACHE7
Acarospora hilaris,ACHI6
Acarospora immersa,ACIM2
Acarospora impressula,ACIM3
Acarospora instrata,ACIN5
Acarospora interjecta,ACIN6
Acarospora interposita,ACIN7
Acarospora interspersa,ACIN8
Acarospora molybdina,ACMO6
Acarospora nevadensis,ACNE7
Acarospora nigromarginata,ACNI6
Acarospora nitida,ACNI7
Acarospora nodulosa,ACNO6
Acarospora nodulosa var. nodulosa,ACNON
Acarospora obnubila,ACOB4
Acarospora obpallens,ACOB5
Acarospora oligospora,ACOL
Acarospora glebosa,ACOL
Acarospora particularis,ACPA7
Acarospora peliscypha,ACPE6
Acarospora peltastica,ACPE7
Acarospora pyrenopsoides,ACPY2
Acarospora radicata,ACRA4
Acarospora reagens,ACRE7
Acarospora nodulosa var. reagens,ACRE7
Acarospora rugulosa,ACRU5
Acarospora montana,ACRU5
Acarospora saepincola,ACSA6
Acarospora scabrida,ACSC4
Acarospora schleicheri,ACSC5
Acarospora albida,ACSC5
Acarospora amabilis,ACSC5
Acarospora bella,ACSC5
Acarospora chrysops,ACSC5
Acarospora contigua,ACSC5
Acarospora dissipata,ACSC5
Acarospora epilutescens,ACSC5
Acarospora evoluta,ACSC5
Acarospora intercedens,ACSC5
Acarospora ocellata,ACSC5
Acarospora rhabarbarina,ACSC5
Acarospora rimulosa,ACSC5
Acarospora rubicunda,ACSC5
Acarospora subalbida,ACSC5
Acarospora subcontigua,ACSC5
Acarospora xanthophana,ACSC5
Acarospora scotica,ACSC6
Acarospora sinopica,ACSI4
Acarospora smaragdula,ACSM2
Acarospora rufescens,ACSM2
Acarospora socialis,ACSO2
Acarospora sparsa,ACSP6
Acarospora stapfiana,ACST2
Acarospora strigata,ACST3
Acarospora succedens,ACSU5
Acarospora superfusa,ACSU6
Acarospora tenebrica,ACTE5
Acarospora terricola,ACTE6
Acarospora thamnina,ACTH4
Acarospora thelococcoides,ACTH5
Acarospora thermophila,ACTH6
Acarospora tongleti,ACTO4
Acarospora variegata,ACTO4
Acarospora tucsonensis,ACTU2
Acarospora utahensis,ACUT
Acarospora veronensis,ACVE4
Acarospora washingtonensis,ACWA2
Acaulon,ACAUL
Acaulon muticum,ACMU5
Acaulon muticum var. muticum,ACMUM
Acaulon rubrum,ACMUM
Acaulon muticum var. rufescens,ACMUR
Acaulon rufescens,ACMUR
Acaulon schimperianum,ACSC8
Acaulon triquetrum,ACTR4
Acer,ACER
Acer ×freemanii,ACFR
Acer buergerianum,ACBU4
Acer campestre,ACCA5
Acer circinatum,ACCI
Acer cissifolium,ACCI5
Acer diabolicum,ACDI12
Acer floridanum,"ACFL,ACRU"
Acer barbatum,"ACFL,ACRU"
Acer barbatum var. longii,"ACFL,ACRU"
Acer barbatum var. villipes,"ACFL,ACRU"
Acer floridanum var. longii,"ACFL,ACRU"
Acer floridanum var. villipes,"ACFL,ACRU"
Acer nigrum var. floridanum,"ACFL,ACRU"
Acer saccharum ssp. floridanum,"ACFL,ACRU"
Acer saccharinum var. floridanum,"ACFL,ACRU"
Acer saccharum var. floridanum,"ACFL,ACRU"
Saccharodendron barbatum,"ACFL,ACRU"
Saccharodendron floridanum,"ACFL,ACRU"
Acer barbatum,"ACFL,ACRU"
Acer rubrum,"ACFL,ACRU"
Acer ginnala,ACGI
Acer tataricum ssp. ginnala,ACGI
Acer glabrum,ACGL
Acer glabrum var. diffusum,ACGLD3
Acer diffusum,ACGLD3
Acer glabrum ssp. diffusum,ACGLD3
Acer glabrum var. douglasii,ACGLD4
Acer douglasii,ACGLD4
Acer glabrum ssp. douglasii,ACGLD4
Acer glabrum var. glabrum,ACGLG2
Acer glabrum var. tripartitum,ACGLG2
Acer glabrum var. typicum,ACGLG2
Acer tripartitum,ACGLG2
Acer glabrum var. greenei,ACGLG
Acer glabrum var. neomexicanum,ACGLN2
Acer glabrum ssp. neomexicanum,ACGLN2
Acer glabrum var. parviflorum,ACGLN2
Acer neomexicanum,ACGLN2
Acer glabrum var. torreyi,ACGLT2
Acer glabrum ssp. torreyi,ACGLT2
Acer torreyi,ACGLT2
Acer grandidentatum,ACGR3
Acer grandidentatum var. grandidentatum,ACGRG
Acer saccharum ssp. grandidentatum,ACGRG
Acer saccharum var. grandidentatum,ACGRG
Saccharodendron grandidentatum,ACGRG
Acer grandidentatum var. sinuosum,ACGRS
Acer brachypterum,ACGRS
Acer grandidentatum var. brachypterum,ACGRS
Acer saccharum ssp. brachypterum,ACGRS
Acer saccharum var. sinuosum,ACGRS
Acer sinuosum,ACGRS
Acer griseum,ACGR14
Acer japonicum,ACJA2
Acer leucoderme,ACLE
Acer nigrum var. leucoderme,ACLE
Acer saccharum ssp. leucoderme,ACLE
Acer saccharum var. leucoderme,ACLE
Saccharodendron leucoderme,ACLE
Acer leucoderme × saccharum,ACLE2
Acer ×senecaense,ACLE2
Acer macrophyllum,ACMA3
Acer negundo,ACNE2
Acer negundo var. arizonicum,ACNEA
Acer negundo var. californicum,ACNEC2
Acer negundo ssp. californicum,ACNEC2
Negundo californicum,ACNEC2
Acer negundo var. interius,ACNEI2
Acer interius,ACNEI2
Acer negundo ssp. interius,ACNEI2
Negundo aceroides ssp. interius,ACNEI2
Negundo interius,ACNEI2
Acer negundo var. negundo,ACNEN
Acer negundo var. variegatum,ACNEN
Negundo aceroides,ACNEN
Negundo negundo,ACNEN
Acer negundo var. texanum,ACNET
Acer negundo ssp. latifolium,ACNET
Acer negundo var. violaceum,ACNEV
Negundo aceroides ssp. violaceum,ACNEV
Acer nigrum,ACNI5
Acer nigrum var. palmeri,ACNI5
Acer saccharum ssp. nigrum,ACNI5
Acer saccharum var. nigrum,ACNI5
Acer saccharum var. viride,ACNI5
Saccharodendron nigrum,ACNI5
Acer opalus,ACOP3
Acer opalus ssp. obtusatum,ACOPO
Acer obtusatum,ACOPO
Acer palmatum,ACPA2
Acer pensylvanicum,ACPE
Acer platanoides,ACPL
Acer platanoides var. schwedleri,ACPL
Acer pseudoplatanus,ACPS
Acer rubrum var. drummondii,ACRUD
Acer drummondii,ACRUD
Acer rubrum ssp. drummondii,ACRUD
Rufacer drummondii,ACRUD
Acer rubrum var. rubrum,ACRUR
Acer rubrum var. tomentosum,ACRUR
Acer stenocarpum,ACRUR
Rufacer rubrum,ACRUR
Acer rubrum var. trilobum,ACRUT
Acer carolinianum,ACRUT
Acer rubrum var. tridens,ACRUT
Rufacer carolinianum,ACRUT
Acer saccharinum,ACSA2
Acer dasycarpum,ACSA2
Acer saccharinum var. laciniatum,ACSA2
Acer saccharinum var. wieri,ACSA2
Argentacer saccharinum,ACSA2
Acer saccharum,ACSA3
Acer saccharum var. saccharum,ACSAS
Acer nigrum var. glaucum,ACSAS
Acer nigrum var. saccharophorum,ACSAS
Acer saccharum var. glaucum,ACSAS
Acer saccharum var. rugellii,ACSAS
Saccharodendron saccharum,ACSAS
Acer saccharum var. schneckii,ACSAS2
Acer saccharum ssp. ozarkense,ACSAS2
Acer saccharum ssp. schneckii,ACSAS2
Acer spicatum,ACSP2
Acer tataricum,ACTA80
Acer tataricum var. torminaloides,ACTAT2
Achillea,ACHIL
Achillea aegyptiaca,ACAE2
Achillea taygetea,ACAE2
Achillea ageratifolia,ACAG
Achillea ageratum,ACAG3
Achillea alpina,ACAL17
Achillea biserrata,ACBI6
Achillea cartilaginea,ACCA29
Achillea chrysocoma,ACCH6
Achillea clavennae,ACCL3
Achillea clusiana,ACCL4
Achillea clypeolata,ACCL5
Achillea collina,ACCO19
Achillea conferta,ACCO20
Achillea crithmifolia,ACCR3
Achillea distans,ACDI6
Achillea dentifera,ACDI6
Achillea distans ssp. tanacetifolia,ACDIT
Achillea tanacetifolia,ACDIT
Achillea erba-rotta,ACER7
Achillea erba-rotta ssp. rupestris,ACERR
Achillea rupestris,ACERR
Achillea filipendulina,ACFI
Achillea grandifolia,ACGR12
Achillea impatiens,ACIM6
Achillea ligustica,ACLI2
Achillea lingulata,ACLI7
Achillea macrocephala,ACMA15
Achillea ptarmica ssp. macrocephala,ACMA15
Achillea macrophylla,ACMA13
Achillea millefolium,ACMI2
Achillea millefolium var. alpicola,ACMIA
Achillea alpicola,ACMIA
Achillea fusca,ACMIA
Achillea lanulosa ssp. alpicola,ACMIA
Achillea lanulosa var. alpicola,ACMIA
Achillea millefolium var. fusca,ACMIA
Achillea subalpina,ACMIA
Achillea millefolium var. arenicola,ACMIA2
Achillea arenicola,ACMIA2
Achillea borealis ssp. arenicola,ACMIA2
Achillea borealis var. arenicola,ACMIA2
Achillea millefolium var. maritima,ACMIA2
Achillea millefolium var. borealis,ACMIB
Achillea borealis,ACMIB
Achillea borealis ssp. typica,ACMIB
Achillea millefolium ssp. atrotegula,ACMIB
Achillea millefolium ssp. borealis,ACMIB
Achillea millefolium var. fulva,ACMIB
Achillea millefolium var. parviligula,ACMIB
Achillea millefolium var. parvula,ACMIB
Achillea millefolium var. californica,ACMIC
Achillea borealis ssp. californica,ACMIC
Achillea borealis var. californica,ACMIC
Achillea californica,ACMIC
Achillea millefolium var. gigantea,ACMIG
Achillea gigantea,ACMIG
Achillea millefolium var. litoralis,ACMIL2
Achillea millefolium var. megacephala,ACMIM5
Achillea millefolium var. millefolium,ACMIM2
Achillea magna,ACMIM2
Achillea millefolium var. nigrescens,ACMIN
Achillea nigrescens,ACMIN
Achillea millefolium var. occidentalis,ACMIO
Achillea angustissima,ACMIO
Achillea aspleniifolia,ACMIO
Achillea eradiata,ACMIO
Achillea gracilis,ACMIO
Achillea laxiflora,ACMIO
Achillea lanulosa,ACMIO
Achillea lanulosa var. arachnoidea,ACMIO
Achillea lanulosa var. eradiata,ACMIO
Achillea lanulosa ssp. typica,ACMIO
Achillea millefolium var. aspleniifolia,ACMIO
Achillea millefolium var. gracilis,ACMIO
Achillea millefolium ssp. lanulosa,ACMIO
Achillea millefolium var. lanulosa,ACMIO
Achillea millefolium ssp. occidentalis,ACMIO
Achillea millefolium ssp. pallidotegula,ACMIO
Achillea millefolium var. rosea,ACMIO
Achillea millefolium var. russeolata,ACMIO
Achillea occidentalis,ACMIO
Achillea rosea,ACMIO
Achillea tomentosa,ACMIO
Achillea millefolium var. pacifica,ACMIP
Achillea pacifica,ACMIP
Achillea millefolium var. puberula,ACMIP2
Achillea puberula,ACMIP2
Achillea nobilis,ACNO
Achillea odorata,ACOD2
Achillea pannonica,ACPA11
Achillea ptarmica,ACPT
Achillea pyrenaica,ACPY5
Achillea setacea,ACSE10
Achillea sibirica,ACSI
Achillea multiflora,ACSI
Achillea umbellata,ACUM
Achlys,ACHLY
Achlys californica,ACCA6
Achlys triphylla,ACTR
Achlys triphylla ssp. triphylla,ACTR
Achnatherum,ACHNA
Achnatherum ×bloomeri,ACBL
Oryzopsis bloomeri,ACBL
Stipa bloomeri,ACBL
Stiporyzopsis bloomeri,ACBL
Achnatherum aridum,ACAR14
Stipa arida,ACAR14
Achnatherum brachychaetum,ACBR5
Nassella brachychaeta,ACBR5
Stipa brachychaeta,ACBR5
Achnatherum bromoides,ACBR6
Stipa aristella,ACBR6
Stipa bromoides,ACBR6
Achnatherum calamagrostis,ACCA30
Achnatherum capense,ACCA34
Stipa capensis,ACCA34
Stipa tortilis,ACCA34
Achnatherum caragana,ACCA36
Lasiagrostis caragana,ACCA36
Stipa caragana,ACCA36
Achnatherum caudatum,ACCA31
Stipa littoralis,ACCA31
Achnatherum clandestinum,ACCL7
Stipa clandestina,ACCL7
Achnatherum contractum,ACCO22
Oryzopsis contracta,ACCO22
Oryzopsis hymenoides var. contracta,ACCO22
Stipa contracta,ACCO22
Achnatherum coronatum,ACCO21
Stipa coronata,ACCO21
Achnatherum curvifolium,ACCU6
Stipa curvifolia,ACCU6
Achnatherum diegoense,ACDI10
Stipa diegoensis,ACDI10
Achnatherum eminens,ACEM4
Stipa eminens,ACEM4
Achnatherum hendersonii,ACHE10
Oryzopsis hendersonii,ACHE10
Stipa hendersonii,ACHE10
Achnatherum hymenoides,ACHY
Eriocoma cuspidata,ACHY
Oryzopsis hymenoides,ACHY
Stipa hymenoides,ACHY
Achnatherum latiglume,ACLA8
Stipa latiglumis,ACLA8
Achnatherum lemmonii,ACLE8
Achnatherum lemmonii var. lemmonii,ACLEL
Achnatherum lemmonii ssp. lemmonii,ACLEL
Stipa lemmonii,ACLEL
Stipa lemmonii var. jonesii,ACLEL
Stipa lemmonii var. lemmonii,ACLEL
Achnatherum lemmonii var. pubescens,ACLEP
Achnatherum lemmonii ssp. pubescens,ACLEP
Stipa lemmonii var. pubescens,ACLEP
Achnatherum lettermanii,ACLE9
Stipa lettermanii,ACLE9
Achnatherum lobatum,ACLO7
Stipa lobata,ACLO7
Achnatherum nelsonii,ACNE9
Achnatherum nelsonii ssp. dorei,ACNED
Achnatherum nelsonii var. dorei,ACNED
Stipa columbiana,ACNED
Stipa minor,ACNED
Stipa nelsonii ssp. dorei,ACNED
Stipa nelsonii var. dorei,ACNED
Stipa occidentalis var. minor,ACNED
Achnatherum nelsonii ssp. nelsonii,ACNEN2
Stipa columbiana var. nelsonii,ACNEN2
Stipa nelsonii,ACNEN2
Stipa occidentalis var. nelsonii,ACNEN2
Stipa williamsii,ACNEN2
Achnatherum nevadense,ACNE10
Stipa nevadensis,ACNE10
Achnatherum occidentale,ACOC3
Achnatherum occidentale ssp. californicum,ACOCC
Achnatherum nelsonii ssp. longiaristatum,ACOCC
Stipa californica,ACOCC
Stipa nelsonii var. longiaristata,ACOCC
Stipa occidentalis var. californica,ACOCC
Achnatherum occidentale ssp. occidentale,ACOCO
Stipa occidentalis,ACOCO
Achnatherum occidentale ssp. pubescens,ACOCP
Stipa elmeri,ACOCP
Stipa occidentalis var. pubescens,ACOCP
Achnatherum parishii,ACPA13
Achnatherum parishii var. depauperatum,ACPAD
Stipa coronata var. depauperata,ACPAD
Achnatherum parishii var. parishii,ACPAP
Stipa coronata var. parishii,ACPAP
Stipa parishii,ACPAP
Achnatherum pekinense,ACPE12
Achnatherum perplexum,ACPE13
Stipa perplexa,ACPE13
Achnatherum pinetorum,ACPI2
Stipa pinetorum,ACPI2
Achnatherum richardsonii,ACRI8
Stipa richardsonii,ACRI8
Achnatherum robustum,ACRO7
Stipa robusta,ACRO7
Stipa vaseyi,ACRO7
Achnatherum scribneri,ACSC11
Stipa scribneri,ACSC11
Achnatherum speciosum,ACSP12
Stipa speciosa,ACSP12
Achnatherum splendens,ACSP8
Stipa splendens,ACSP8
Achnatherum stillmanii,ACST7
Stipa stillmanii,ACST7
Achnatherum swallenii,ACSW3
Oryzopsis swallenii,ACSW3
Achnatherum thurberianum,ACTH7
Stipa thurberiana,ACTH7
Achnatherum wallowaense,ACWA
Achnatherum wallowaensis,ACWA
Achnatherum webberi,ACWE3
Oryzopsis webberi,ACWE3
Stipa webberi,ACWE3
×Achnella,ACHNE
×Achnella caduca,ACCA32
Oryzopsis caduca,ACCA32
×Stiporyzopsis caduca,ACCA32
Stipa caduca,ACCA32
Achyrachaena,ACHYR
Achyrachaena mollis,ACMO2
Achyranthes,ACHYR2
Achyranthes aspera,"ACAS,ACCA37"
Achyranthes canescens,"ACAS,ACCA37"
Achyranthes canescens,"ACAS,ACCA37"
Achyranthes aspera var. aspera,ACASA
Achyranthes indica,ACASA
Centrostachys aspera,ACASA
Centrostachys indica,ACASA
Achyranthes aspera var. pubescens,ACASP
Achyranthes bidentata,ACBI9
Achyranthes japonica,ACJA
Achyranthes japonica var. hachijoensis,ACJAH
Achyranthes mutica,ACMU2
Achyranthes nelsonii,ACMU2
Achyranthes splendens,ACSP3
Achyranthes splendens var. atollensis,ACSPA2
Achyranthes atollensis,ACSPA2
Achyranthes splendens var. rotundata,ACSPR2
Achyranthes splendens var. reflecta,ACSPR2
Achyranthes splendens var. splendens,ACSPS
Achyronychia,ACHYR3
Achyronychia cooperi,ACCO3
Acicarpha,ACICA
Acicarpha tribuloides,ACTR2
Acidanthera,ACIDA
Acinos,ACINO
Acinos arvensis,ACAR2
Acinos thymoides,ACAR2
Calamintha acinos,ACAR2
Clinopodium acinos,ACAR2
Satureja acinos,ACAR2
Aciphylla,ACIPH
Aciphylla ferox,ACFE2
Acisanthera,ACISA
Acisanthera quadrata,ACQU
Acisanthera acisanthera,ACQU
Acleisanthes,ACLEI
Acleisanthes acutifolia,ACAC
Acleisanthes anisophylla,ACAN2
Acleisanthes crassifolia,ACCR
Acleisanthes longiflora,ACLO2
Acleisanthes obtusa,ACOB2
Acleisanthes berlandieri,ACOB2
Acleisanthes greggii,ACOB2
Acleisanthes wrightii,ACWR3
Acmella,ACMEL
Acmella decumbens,ACDE5
Spilanthes americana var. stolonifera,ACDE5
Spilanthes stolonifera,ACDE5
Acmella grandiflora,ACGR17
Acmella iodiscaea,ACIO
Spilanthes iodiscaea,ACIO
Acmella oppositifolia,ACOP
Acmella oppositifolia var. repens,ACOPR
Acmella repens,ACOPR
Spilanthes americana,ACOPR
Spilanthes americana var. repens,ACOPR
Acmella pilosa,ACPI4
Acmella pusilla,ACPU
Spilanthes pusilla,ACPU
Acmella uliginosa,ACUL
Spilanthes uliginosa,ACUL
Acnistus,ACNIS
Acnistus arborescens,ACAR
Dunalia arborescens,ACAR
Acoelorraphe,ACOEL
Acoelorrhaphe,ACOEL
Acoelorraphe wrightii,ACWR4
Acoelorrhaphe arborescens,ACWR4
Acoelorrhaphe wrightii,ACWR4
Paurotis wrightii,ACWR4
Aconitum,ACONI
Aconitum ×bicolor,ACBI4
Aconitum anthora,ACAN8
Aconitum carmichaelii,ACCA20
Aconitum columbianum,ACCO4
Aconitum columbianum ssp. columbianum,ACCOC3
Aconitum columbianum var. bakeri,ACCOC3
Aconitum columbianum var. ochroleucum,ACCOC3
Aconitum columbianum ssp. pallidum,ACCOC3
Aconitum geranioides,ACCOC3
Aconitum leibergii,ACCOC3
Aconitum mogollonicum,ACCOC3
Aconitum columbianum ssp. viviparum,ACCOV2
Aconitum bulbiferum,ACCOV2
Aconitum columbianum var. howellii,ACCOV2
Aconitum hansenii,ACCOV2
Aconitum howellii,ACCOV2
Aconitum viviparum,ACCOV2
Aconitum delphiniifolium,ACDE2
Aconitum delphiniifolium ssp. chamissonianum,ACDEC
Aconitum delphiniifolium ssp. delphiniifolium,ACDED3
Aconitum delphiniifolium var. albiflorum,ACDED3
Aconitum delphiniifolium ssp. paradoxum,ACDEP
Aconitum nivatum,ACDEP
Aconitum ferox,ACFE
Aconitum fischeri,ACFI3
Aconitum infectum,ACIN2
Aconitum lycoctonum,ACLY
Aconitum septentrionale,ACLY
Aconitum maximum,ACMA4
Aconitum napellus,ACNA
Aconitum noveboracense,ACNO2
Aconitum noveboracense var. quasiciliatum,ACNO2
Aconitum uncinatum ssp. noveboracense,ACNO2
Aconitum reclinatum,ACRE
Aconitum uncinatum,ACUN
Aconitum uncinatum ssp. muticum,ACUNM
Aconitum uncinatum var. muticum,ACUNM
Aconitum uncinatum ssp. uncinatum,ACUNU
Aconitum uncinatum var. acutidens,ACUNU
Aconitum variegatum,ACVA
Aconitum vulparia,ACVU2
Acorus,ACORU
Acorus americanus,"ACAM,ACCA4"
Acorus calamus,"ACAM,ACCA4"
Acorus calamus var. americanus,"ACAM,ACCA4"
Acorus calamus,"ACAM,ACCA4"
Acorus gramineus,ACGR15
Acourtia,ACOUR
Acourtia microcephala,ACMI3
Perezia microcephala,ACMI3
Acourtia nana,ACNA2
Perezia nana,ACNA2
Acourtia runcinata,ACRU3
Perezia runcinata,ACRU3
Acourtia thurberi,ACTH
Perezia thurberi,ACTH
Acourtia wrightii,ACWR5
Perezia wrightii,ACWR5
Acrachne,ACRAC
Acrachne racemosa,ACRA6
Eleusine racemosa,ACRA6
Acriopsis,ACRIO
Acriopsis liliifolia,ACLI9
Acriopsis liliifolia var. liliifolia,ACLIL
Acrobolbus,ACROB
Acrobolbus ciliatus,ACCI3
Acroceras,ACROC4
Acroceras amplectens,ACAM8
Acroceras macrum,ACMA5
Acroceras oryzoides,ACOR2
Acrocomia,ACROC
Acrocomia media,ACME2
Acrocomia totai,ACTO5
Acrocomia vinifera,ACVI6
Acrocordia,ACROC3
Acrocordia cavata,ACCA18
Arthopyrenia cavata,ACCA18
Acrocordia conoidea,ACCO12
Arthopyrenia conoidea,ACCO12
Acrocordia gemmata,ACGE5
Arthopyrenia alba,ACGE5
Arthopyrenia gemmata,ACGE5
Arthopyrenia sphaeroides,ACGE5
Acrocordia megalospora,ACME4
Arthopyrenia finkii,ACME4
Arthopyrenia macrospora,ACME4
Pyrenula megalospora,ACME4
Acrolejeunea,ACROL
Acrolejeunea heterophylla,ACHE11
Acronychia,ACRON
Acronychia heterophylla,ACHE9
Acroporium,ACROP2
Acroporium smallii,ACSM3
Sematophyllum smallii,ACSM3
Acroptilon,ACROP
Acroptilon repens,ACRE3
Centaurea picris,ACRE3
Centaurea repens,ACRE3
Acroscyphus,ACROS2
Acroscyphus sphaerophoroides,ACSP11
Acrostichum,ACROS
Acrostichum aureum,ACAU3
Acrostichum danaeifolium,ACDA
Acrostichum excelsum,ACDA
Acrostichum speciosum,ACSP13
Actaea,ACTAE
Actaea ×ludovici,ACLU
Actaea arizonica,ACAR18
Cimicifuga arizonica,ACAR18
Actaea elata,ACEL4
Cimicifuga elata,ACEL4
Actaea laciniata,ACLA12
Cimicifuga laciniata,ACLA12
Actaea pachypoda,ACPA
Actaea alba,ACPA
Actaea podocarpa,"ACPO11,ACRU14"
Actaea cordifolia,"ACPO11,ACRU14"
Cimicifuga americana,"ACPO11,ACRU14"
Cimicifuga cordifolia,"ACPO11,ACRU14"
Cimicifuga racemosa var. cordifolia,"ACPO11,ACRU14"
Actaea cordifolia,"ACPO11,ACRU14"
Cimicifuga cordifolia,"ACPO11,ACRU14"
Cimicifuga racemosa var. cordifolia,"ACPO11,ACRU14"
Actaea rubifolia,"ACPO11,ACRU14"
Cimicifuga rubifolia,"ACPO11,ACRU14"
Actaea racemosa,ACRA7
Actaea racemosa var. dissecta,ACRAD
Cimicifuga racemosa var. dissecta,ACRAD
Actaea racemosa var. racemosa,ACRAR
Cimicifuga racemosa,ACRAR
Actaea rubra,ACRU2
Actaea rubra ssp. arguta,ACRUA8
Actaea arguta,ACRUA8
Actaea arguta var. viridiflora,ACRUA8
Actaea rubra var. arguta,ACRUA8
Actaea spicata var. arguta,ACRUA8
Actaea rubra ssp. rubra,ACRUR2
Actaea rubra var. rubra,ACRUR2
Actaea spicata ssp. rubra,ACRUR2
Actaea spicata,ACSP10
Actinidia,ACTIN3
Actinidia arguta,ACAR10
Actinidia chinensis,ACCH5
Actinidia chinensis var. deliciosa,ACCHD
Actinidia polygama,ACPO9
Actinostachys,ACTIN
Actinostachys digitata,ACDI13
Schizaea digitata,ACDI13
Actinostachys inopinata,ACIN13
Actinostachys pennula,"ACPE2,SCPE7"
Actinostachys pennula,"ACPE2,SCPE7"
Schizaea pennula,"ACPE2,SCPE7"
Actinostachys germanii,"ACPE2,SCPE7"
Microschizaea pennula,"ACPE2,SCPE7"
Schizaea germanii,"ACPE2,SCPE7"
Actinostachys spirophylla,ACSP14
Adansonia,ADANS2
Adansonia digitata,ADDI3
Adelia,ADELI
Adelia ricinella,ADRI
Ricinella ricinella,ADRI
Adelia vaseyi,ADVA
Adelococcus,ADELO2
Adelococcus alpestris,ADAL2
Adelolecia,ADELO
Adelolecia kolaensis,ADKO
Lecidea conferenda,ADKO
Adelolecia pilati,"ADPI2,LESU19"
Lecidea lyngeana,"ADPI2,LESU19"
Lecidea pilati,"ADPI2,LESU19"
Lecidea subauriculata,"ADPI2,LESU19"
Lecidea subauriculata,"ADPI2,LESU19"
Lecidella subauriculata,"ADPI2,LESU19"
Adenanthera,ADENA
Adenanthera pavonina,ADPA
Adenium,ADENI
Adenium obesum,ADOB2
Adenocarpus,ADENO6
Adenocarpus foliolosus,ADFO2
Adenocaulon,ADENO
Adenocaulon bicolor,ADBI
Adenophorus,ADENO3
Adenophorus ×abbottiae,ADAB2
Adenophorus ×carsonii,ADCA5
Adenophorus abietinus,ADAB
Adenophorus epigaeus,ADEP
Adenophorus tamariscinus var. epigaeus,ADEP
Adenophorus haalilioanus,ADHA
Polypodium haalilioanum,ADHA
Adenophorus hymenophylloides,ADHY
Amphoradenium hymenophylloides,ADHY
Polypodium hymenophylloides,ADHY
Adenophorus montanus,ADMO3
Adenophorus tamariscinus var. montanus,ADMO3
Adenophorus oahuensis,ADOA
Grammitis oahuensis,ADOA
Adenophorus periens,ADPE2
Adenophorus pinnatifidus,ADPI
Polypodium sarmentosum,ADPI
Adenophorus tamariscinus,ADTA
Amphoradenium tamariscinum,ADTA
Polypodium tamariscinum,ADTA
Adenophorus tripinnatifidus,ADTR2
Adenophyllum,ADENO5
Adenophyllum cooperi,ADCO2
Dyssodia cooperi,ADCO2
Adenophyllum porophylloides,ADPO
Dyssodia porophylloides,ADPO
Adenophyllum porophyllum,ADPO2
Dyssodia porophylla,ADPO2
Pteronia porophylla,ADPO2
Adenophyllum wrightii,ADWR
Dyssodia neomexicana,ADWR
Hymenatherum neomexicanum,ADWR
Adenosma,ADENO7
Adenosma javanica,ADJA
Adenosma javanicum,ADJA
Adenostemma,ADENO4
Adenostemma berteroi,ADBE3
Adenostemma lanceolatum,ADLA4
Adenostemma lavenia,ADLA2
Adenostemma viscosum,ADLA2
Verbesina lavenia,ADLA2
Adenostemma verbesina,ADVE2
Cotula verbesina,ADVE2
Adenostoma,ADENO2
Adenostoma fasciculatum,ADFA
Adenostoma fasciculatum var. fasciculatum,ADFAF
Adenostoma fasciculatum var. obtusifolium,ADFAO
Adenostoma sparsifolium,ADSP
Adesmia,ADESM
Adesmia bicolor,ADBI3
Adesmia filifolia,ADFI2
Adesmia incana,ADIN2
Adesmia microphylla,ADMI2
Adesmia muricata,ADMU2
Adesmia tenella,ADTE3
